BORONAME,TYPE,PROVIDER,LAT,LON,LOCATION_T,CITY,BOROCODE
Queens,Free,Spot On Networks,40.755727,-73.944583,Indoor AP - Community Center - Computer Rm,Queens,4
Queens,Free,Spot On Networks,40.755333,-73.944131,Indoor AP - Queens Public Library,Queens,4
Queens,Free,Spot On Networks,40.755751,-73.945166,Indoor AP - North Management Office,Queens,4
Queens,Free,Spot On Networks,40.755751,-73.945166,Indoor AP - North Maintenance Area,Queens,4
Queens,Free,Spot On Networks,40.75529,-73.945633,Indoor AP - South Management Office,Queens,4
Queens,Free,Spot On Networks,40.755636,-73.947657,Indoor AP - South Maintenance Area,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.780942,-73.980966,Outdoor Kiosk,New York,1
Staten Island,Free,LinkNYC - Citybridge,40.577391,-74.102671,Outdoor Kiosk,Staten Island,5
Bronx,Free,LinkNYC - Citybridge,40.808293,-73.923332,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.799659,-73.938923,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.800096,-73.938605,Outdoor Kiosk,New York,1
Brooklyn,Limited Free,ALTICEUSA,40.65743,-73.94716,Outdoor,Brooklyn,3
Manhattan,Free,LinkNYC - Citybridge,40.724065,-74.007972,Outdoor Kiosk,New York,1
Staten Island,Free,LinkNYC - Citybridge,40.576541,-74.103479,Outdoor Kiosk,Staten Island,5
Manhattan,Free,LinkNYC - Citybridge,40.745863,-73.980233,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.782285,-73.980476,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.802637,-73.936468,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.716939,-74.006222,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.766216,-73.969979,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.861762,-73.901965,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.814447,-73.94792,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.835734,-73.91396,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.792132,-73.973409,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.717726,-74.00561,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.771055,-73.921496,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.717805,-74.005815,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.800681,-73.96826,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.747144,-73.983698,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.779561,-73.959954,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.725666,-74.006274,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.825605,-73.918258,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.739464,-73.987052,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.770747,-73.920354,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.829002,-73.937279,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.810255,-73.921923,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.720568,-74.006556,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.77036,-73.918895,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.753067,-74.003811,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.715712,-74.005126,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.757485,-73.868589,Outdoor Kiosk,Queens,4
Brooklyn,Free,LinkNYC - Citybridge,40.714707,-73.966525,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,LinkNYC - Citybridge,40.764117,-73.958948,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.760946,-73.961397,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.731887,-74.001194,Outdoor Kiosk,New York,1
Brooklyn,Free,LinkNYC - Citybridge,40.707581,-73.955316,Outdoor Kiosk,Brooklyn,3
Queens,Free,LinkNYC - Citybridge,40.769096,-73.912837,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.741536,-73.981333,Outdoor Kiosk,New York,1
Brooklyn,Free,LinkNYC - Citybridge,40.710988,-73.968534,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,LinkNYC - Citybridge,40.756298,-73.963978,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.724338,-74.002022,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.753751,-73.96597,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.754371,-73.96565,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.80891,-73.922209,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.846477,-73.896393,Outdoor Kiosk,Bronx,2
Brooklyn,Free,LinkNYC - Citybridge,40.65039,-74.008285,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,LinkNYC - Citybridge,40.723013,-74.006771,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739137,-73.980148,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739253,-73.979762,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739647,-73.979466,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.730578,-73.989008,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.751224,-73.990592,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744984,-73.982723,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739762,-73.979693,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.745496,-73.952966,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.739852,-73.979327,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740612,-73.979079,Outdoor Kiosk,New York,1
Brooklyn,Limited Free,ALTICEUSA,40.65831,-73.94406,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.658,-73.94723,Outdoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.846314,-73.824472,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.847596,-73.82223,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.848159,-73.821071,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.848322,-73.82075,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.849233,-73.82105,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.849196,-73.821055,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.850208,-73.821752,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.850232,-73.821777,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.864437,-73.894553,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.864458,-73.895115,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.864781,-73.894626,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.865167,-73.894227,Outdoor,Bronx,2
Brooklyn,Limited Free,ALTICEUSA,40.650721,-73.968489,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.65068,-73.96846,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.650738,-73.968429,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.6507,-73.965843,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.660469,-73.965168,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.660842,-73.965121,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.661197,-73.965252,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.657452,-73.963991,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.657001,-73.963697,Indoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.84459,-73.8598,Indoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.84459,-73.8598,Outdoor,Bronx,2
Brooklyn,Limited Free,ALTICEUSA,40.685043,-73.918933,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.685032,-73.91907,Outdoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.887637,-73.835951,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.888783,-73.840133,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.885284,-73.838521,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.886622,-73.83497,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.86473,-73.899037,Outdoor,Bronx,2
Bronx,Limited Free,ALTICEUSA,40.86473,-73.899037,Indoor,Bronx,2
Brooklyn,Limited Free,ALTICEUSA,40.674013,-73.934698,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.67404,-73.935053,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673801,-73.935166,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.67343,-73.93463,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673866,-73.934717,Outdoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673805,-73.934785,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673781,-73.935109,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673755,-73.935014,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673727,-73.934867,Indoor,Brooklyn,3
Brooklyn,Limited Free,ALTICEUSA,40.673695,-73.934935,Indoor,Brooklyn,3
Bronx,Limited Free,ALTICEUSA,40.811544,-73.914138,Indoor,Bronx,2
Manhattan,Limited Free,SPECTRUM,40.719789,-73.981466,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.720005,-73.981438,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.812681,-73.939357,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.812681,-73.939357,Outdoor,New York,1
Queens,Limited Free,SPECTRUM,40.733142,-73.870981,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.733186,-73.871128,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.742094,-73.961265,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.741994,-73.961256,Outdoor,Queens,4
Brooklyn,Free,NYCHA,40.695009,-73.979547,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694623,-73.979909,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694137,-73.979813,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.69454,-73.979416,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694626,-73.97518,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694892,-73.975416,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694868,-73.975024,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694394,-73.975054,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694557,-73.975336,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.693392,-73.973923,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.694382,-73.974614,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.693724,-73.977351,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.69374,-73.977796,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.69368,-73.977246,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.693509,-73.976981,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.693493,-73.976635,Outdoor,Brooklyn,3
Brooklyn,Free,NYCHA,40.693442,-73.973193,Outdoor,Brooklyn,3
Manhattan,Free,LinkNYC - Citybridge,40.784612,-73.973407,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740894,-73.978561,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.732909,-74.003877,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.720983,-74.006488,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.741225,-73.978935,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742322,-73.985381,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.753139,-73.907454,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.755088,-73.973276,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742069,-73.977694,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.737886,-73.996604,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.80682,-73.917657,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.727803,-74.005232,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.76066,-73.998203,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.777241,-73.978629,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.854876,-73.92939,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.805114,-73.966788,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.816188,-73.909917,Outdoor Kiosk,Bronx,2
Queens,Free,LinkNYC - Citybridge,40.75391,-73.900094,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.738278,-74.005671,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.789622,-73.970024,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.762336,-73.993368,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.741502,-73.993593,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.815998,-73.908242,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.790444,-73.969155,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.715027,-74.006772,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.756638,-73.986634,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.714209,-74.006512,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.804706,-73.912933,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.791794,-73.968177,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.813128,-73.908991,Outdoor Kiosk,Bronx,2
Brooklyn,Free,LinkNYC - Citybridge,40.674039,-73.956826,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,NYPL,40.80297988,-73.95353074,Library,New York,1
Queens,Free,LinkNYC - Citybridge,40.754507,-73.893639,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.739156,-73.999381,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.793402,-73.967005,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.789541,-73.969644,Outdoor Kiosk,New York,1
Brooklyn,Free,LinkNYC - Citybridge,40.698956,-73.938932,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.698876,-73.938447,Outdoor Kiosk,Brooklyn,3
Queens,Free,LinkNYC - Citybridge,40.755835,-73.881778,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.756577,-73.97047,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742125,-74.004363,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.823646,-73.91403,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.752476,-73.970116,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.70104,-73.824719,Outdoor Kiosk,Queens,4
Manhattan,Limited Free,SPECTRUM,40.846889,-73.941333,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.846472,-73.941722,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.8462,-73.941347,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.846444,-73.939981,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.846686,-73.940883,Indoor,New York,1
1,Free,AT,T,40.7931,-73.9354,Outdoor,New York
4,Free,AT,T,40.777,-73.9252,Outdoor,Queens
4,Free,AT,T,40.7221,-73.8466,Outdoor,Queens
5,Free,AT,T,40.6173,-74.1063,Outdoor,Staten Island
Manhattan,Limited Free,SPECTRUM,40.846562,-73.94086,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.846383,-73.940706,Indoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.824778,-73.942178,Outdoor,New York,1
Manhattan,Limited Free,SPECTRUM,40.824131,-73.942464,Indoor,New York,1
5,Free,AT,T,40.589,-74.0667,Outdoor,Staten Island
1,Free,AT,T,40.7148,-74.0028,Outdoor,New York
1,Free,AT,T,40.7265,-73.9817,Outdoor,New York
4,Limited Free,AT,T,40.7432,-73.8443,Outdoor,Queens
Manhattan,Free,LinkNYC - Citybridge,40.742419,-74.004444,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.798717,-73.963115,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.69414,-73.850569,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.755015,-73.968276,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.755812,-73.964595,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.756264,-73.964182,Outdoor Kiosk,New York,1
Manhattan,Free,Fiberless,40.69039,-74.01996,Outdoor,New York,1
Manhattan,Free,Fiberless,40.69013,-74.01934,Outdoor,New York,1
Manhattan,Free,Fiberless,40.69071,-74.01957,Outdoor,New York,1
Manhattan,Free,Fiberless,40.69026,-74.01915,Outdoor,New York,1
Bronx,Free,NYPL,40.8337363,-73.85835522,Library,Bronx,2
Manhattan,Free,Fiberless,40.68919,-74.01826,Outdoor,New York,1
Manhattan,Free,Fiberless,40.68933,-74.01805,Outdoor,New York,1
Manhattan,Free,Fiberless,40.68855,-74.01812,Outdoor,New York,1
Manhattan,Free,Fiberless,40.68816,-74.01804,Outdoor,New York,1
Bronx,Free,LinkNYC - Citybridge,40.81738,-73.917078,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.818017,-73.916791,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.822519,-73.91069,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.822338,-73.909427,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.812079,-73.92659,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.812557,-73.926244,Outdoor Kiosk,Bronx,2
Brooklyn,Free,LinkNYC - Citybridge,40.689408,-73.988729,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.686177,-73.991014,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.684799,-73.991581,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.684304,-73.992184,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.683436,-73.992773,Outdoor Kiosk,Brooklyn,3
Queens,Limited Free,SPECTRUM,40.718812,-73.88536,Outdoor TWC Aerial,Queens,4
Queens,Limited Free,SPECTRUM,40.720231,-73.877806,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.720598,-73.877337,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.721026,-73.877935,Outdoor,Queens,4
Queens,Limited Free,SPECTRUM,40.71921,-73.885335,Outdoor TWC Aerial,Queens,4
Brooklyn,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.694693,-73.983849,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.693721,-73.983328,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.69335,-73.985788,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.686371,-73.978541,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692723,-73.983025,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.690406,-73.983931,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692087,-73.982587,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.69189,-73.982488,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.693625,-73.988519,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.693636,-73.988347,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.69401,-73.986706,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.689942,-73.982158,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.691738,-73.988131,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.693348,-73.987419,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692417,-73.987117,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692178,-73.988304,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692023,-73.988433,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.691976,-73.988311,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.692174,-73.988669,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.690364,-73.984435,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.689985,-73.991995,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.689906,-73.991944,Outdoor,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.68241,-73.993467,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.736913,-73.955453,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.734684,-73.955096,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.732735,-73.954581,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.689997,-73.992,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.690022,-73.991897,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.695578,-73.98397,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.689924,-73.988117,Outdoor,Brooklyn,3
Brooklyn,Free,Downtown Brooklyn,40.690296,-73.987846,Outdoor,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.722328,-73.949671,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.720111,-73.947627,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.719511,-73.946853,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.711079,-73.943732,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,NYPL,40.79591999,-73.96784852,Library,New York,1
Bronx,Free,NYPL,40.8476919,-73.78636659,Library,Bronx,2
Brooklyn,Free,BPL,40.64220845,-73.89952442,Library,Brooklyn,3
Brooklyn,Free,BPL,40.58699996,-73.95542836,Library,Brooklyn,3
Bronx,Free,NYPL,40.90043991,-73.867942,Library,Bronx,2
Brooklyn,Free,BPL,40.67525519,-74.01035129,Library,Brooklyn,3
Brooklyn,Free,BPL,40.67537085,-73.94856614,Library,Brooklyn,3
Queens,Free,QPL,40.74515052,-73.71483776,Library,Glen Oaks,4
Bronx,Free,NYPL,40.87437981,-73.87838435,Library,Bronx,2
Queens,Free,QPL,40.59314678,-73.78404003,Library,Arverne,4
Manhattan,Free,NYPL,40.83451521,-73.93967458,Library,New York,1
Brooklyn,Free,BPL,40.59135705,-73.92396467,Library,Brooklyn,3
Brooklyn,Free,BPL,40.72605066,-73.95069029,Library,Brooklyn,3
Bronx,Free,NYPL,40.84467409,-73.88304469,Library,Bronx,2
Bronx,Free,NYPL,40.81159621,-73.92436634,Library,Bronx,2
Queens,Free,QPL,40.70701056,-73.75379667,Library,South Hollis,4
Manhattan,Free,NYPL,40.77065254,-73.95134169,Library,New York,1
Queens,Free,QPL,40.69454658,-73.86144646,Library,Woodhaven,4
Manhattan,Free,NYPL,40.76218602,-73.9693817,Library,New York,1
Manhattan,Free,NYPL,40.72730731,-73.98040767,Library,New York,1
Queens,Free,QPL,40.77238289,-73.92871881,Library,Long Island City,4
Brooklyn,Free,BPL,40.68481005,-73.91513242,Library,Brooklyn,3
Bronx,Free,NYPL,40.87050192,-73.82865793,Library,Bronx,2
Staten Island,Free,NYPL,40.50953112,-74.24410671,Library,Staten Island,5
Manhattan,Free,NYPL,40.82567237,-73.94803242,Library,New York,1
Bronx,Free,NYPL,40.88032228,-73.90798337,Library,Bronx,2
Queens,Free,QPL,40.71988555,-73.73904382,Library,Queens Village,4
Queens,Free,QPL,40.72591849,-73.82071907,Library,Flushing,4
Manhattan,Free,NYPL,40.7859598,-73.95180567,Library,New York,1
Manhattan,Free,NYPL,40.76493462,-73.99122082,Library,New York,1
Staten Island,Free,NYPL,40.62623761,-74.07784609,Library,Staten Island,5
Queens,Free,QPL,40.76822543,-73.73822944,Library,Little Neck,4
Manhattan,Free,NYPL,40.75189156,-73.98169851,Library,New York,1
Staten Island,Free,NYPL,40.63758562,-74.13110462,Library,Staten Island,5
Brooklyn,Free,BPL,40.67270609,-73.87403349,Library,Brooklyn,3
Queens,Free,QPL,40.7552002,-73.94422389,Library,Long Island City,4
Brooklyn,Free,BPL,40.69748225,-73.91221062,Library,Brooklyn,3
Staten Island,Free,NYPL,40.59581815,-74.06298047,Library,Staten Island,5
Brooklyn,Free,BPL,40.59523686,-73.96059937,Library,Brooklyn,3
Brooklyn,Free,BPL,40.6292121,-74.01186967,Library,Brooklyn,3
Queens,Free,QPL,40.74706242,-73.94424368,Library,Long Island City,4
Brooklyn,Free,BPL,40.63574128,-73.94762003,Library,Brooklyn,3
Queens,Free,QPL,40.78624914,-73.84601328,Library,College Point,4
Queens,Free,QPL,40.72214695,-73.843015,Library,Forest Hills,4
